"X1e2","X1e3","X1e4","X1e5","X1e6"
0.185048901478402,0.162697604741242,0.127713969480346,0.123751450721176,0.1241850794169
0.220465670399297,0.154501218087903,0.124866599495338,0.124273103119084,0.124252087693072
0.173524648409448,0.133958442730353,0.134879112182193,0.124356862775654,0.124247022341746
0.185616786135308,0.128057482201618,0.130290174827795,0.124823697512946,0.124087113709199
0.235246340010412,0.151701159490396,0.125071036183559,0.125023685623286,0.124048661178735
0.184818447104416,0.176122448640994,0.130783731040342,0.123923693973131,0.124203437995188
0.272583555289845,0.134996101445248,0.128949665927878,0.124555950375936,0.124043519655804
0.172186215479173,0.149315554325753,0.129046376439431,0.124701266535675,0.124001290543037
0.21470277805187,0.151809419106805,0.130135252642072,0.124722083283228,0.124185424480592
0.289314983000554,0.173386691516372,0.128436864047567,0.124764473266247,0.124019795521451
0.247487949051316,0.146776676464411,0.132056250802239,0.124454708038079,0.12450753338126
0.176125468733917,0.152007901740681,0.125335888823231,0.124582835306174,0.123971966168843
0.189477275768989,0.134759228671308,0.126225050373995,0.124401888689312,0.123833085003655
0.203857662756741,0.19301434857533,0.124909939483634,0.124141888894013,0.124203656139805
0.278816902223703,0.135862678135682,0.125911845672574,0.124443471564677,0.124017199421542
0.181342096453716,0.155723738770026,0.125969769048326,0.124016341893333,0.124222126357983
0.222704098260189,0.161372983301793,0.126768042287076,0.12405121778731,0.124091912201037
0.236765493572725,0.170269624518553,0.132049480420036,0.124681992049127,0.124100694084657
0.215591502130594,0.158942438611408,0.128524423958932,0.125360926873187,0.123859367934001
0.145793445562459,0.184450371723522,0.127847358887735,0.124519353782866,0.124087965062226
0.221700902144429,0.160525904348059,0.129757170385781,0.125766112860134,0.124245645755411
0.220093272371917,0.142692185578806,0.124653979336166,0.125010697767232,0.124159233150146
0.176707336091392,0.137533009205836,0.129658483502789,0.124658225697224,0.123873656533196
0.228343556938232,0.152952077493864,0.12703260561727,0.123745062085241,0.124109808307771
0.173512981309915,0.155686591134628,0.126987341464452,0.123805553979569,0.12379471091276
0.181342116673527,0.165944097264104,0.131252045195375,0.124403931886205,0.124033374930962
0.258205262686343,0.139072144405194,0.128912016811878,0.12429880593357,0.123987278463176
0.275741627354716,0.151556699752832,0.130802765448236,0.124362508424814,0.124084392794193
0.21764988601208,0.160907379361388,0.12865299532562,0.125887360514269,0.123993671960268
0.271118388195023,0.147639387154651,0.128951647924926,0.124617029191599,0.124282871045497
0.22812881060423,0.141476935482367,0.12929289500181,0.124545837642623,0.124239674096107
0.180364859293154,0.141797465787706,0.129447962374467,0.124616664149653,0.124590438405824
0.187645975222247,0.145304783821583,0.128172326056169,0.124088929438953,0.124230900383196
0.262336029106132,0.148052884876024,0.133397425081053,0.124378975228837,0.124322478729511
0.295370556011671,0.136730934435356,0.126136936963328,0.124298681360768,0.124091867469507
0.142660268229677,0.14783556780244,0.127935711031561,0.124329573283497,0.124303524710646
0.213370852831176,0.166717381937957,0.132052831362816,0.124771040996781,0.124056211966534
0.215385010952133,0.160986004302397,0.126779879061666,0.124319685051161,0.124280116522791
0.254695928306917,0.161181313002363,0.131557913903158,0.124717159515837,0.124004518818013
0.399678651442481,0.148310004765499,0.128737925590019,0.12440363725641,0.123975902018406
0.287761601858975,0.149158763186916,0.126829262384684,0.124815561132419,0.123869461437712
0.172031570190154,0.1428013474861,0.127892628980718,0.124949150569035,0.124204097176623
0.279009731286344,0.135872257170569,0.127352723186391,0.125519788453001,0.124033257125685
0.135727032633432,0.161777233467336,0.128321861379517,0.124493761838023,0.124027711280104
0.300910593994205,0.149983747575904,0.129378163272555,0.124083885462023,0.124086173543025
0.194414420003889,0.170220807249537,0.128338052968672,0.124408672327873,0.123968638665267
0.200032737382276,0.1369259498913,0.133824359908271,0.124081764742326,0.123794585129893
0.199151860653119,0.138333652194953,0.124864946174766,0.125888620161167,0.123855030238033
0.28802405455458,0.139225915305534,0.12912882758609,0.124557124325224,0.123909676831319
0.189505368982588,0.147429584351751,0.131163440582791,0.124625769077802,0.12418365029301
0.199003566017917,0.129705223889642,0.132292958142288,0.124388866593997,0.124166374612437
0.285204624974413,0.159167521088417,0.132862964026569,0.124327690065994,0.124408567487217
0.25131622605612,0.144251031062324,0.125932316312179,0.12392698381632,0.124013676677862
0.144593814308872,0.177207918976763,0.126365226276983,0.124715035753151,0.124267114253863
0.217052832129682,0.149644019191214,0.130241781960355,0.12539287849677,0.12398600622495
0.261624958638448,0.154044426783404,0.126127956134276,0.124097266534755,0.124095803081052
0.292099296738781,0.15284304317839,0.127559777779552,0.124882644335525,0.124123397051791
0.228152276139095,0.153945786327388,0.130639587093639,0.124257062874365,0.124277770340999
0.173429155914672,0.145335828712002,0.130492188987437,0.124648667408602,0.124218041830024
0.218253646007032,0.147990951257816,0.12758429607219,0.124634266725715,0.124174711606989
0.151222145048736,0.132110098730691,0.127526959443494,0.124546865676047,0.124179861229287
0.229405440778276,0.136623215885721,0.128646082787789,0.124625778825078,0.123954171992575
0.150378420427601,0.147745388637143,0.128191572932751,0.124439498925078,0.124215940517443
0.368987990074635,0.152927246602027,0.128974153093188,0.124106863908392,0.12390006930783
0.220506598807474,0.179400175125793,0.125903794159634,0.12471395224876,0.124270984773455
0.170545371217205,0.144677770583534,0.128310537419831,0.123774913464554,0.124568203428317
0.160232960043172,0.1339156002145,0.127984855030662,0.123850274228956,0.12427196262421
0.175999756568561,0.164047853492373,0.137153059085938,0.123973236174519,0.123924311766876
0.215458621997887,0.149614126412879,0.127266459111154,0.12458783180993,0.123904605181581
0.234763123219149,0.153858502730793,0.126779996883104,0.124318643957807,0.124011239216923
0.233297030976237,0.146863507733825,0.128166732103267,0.124701801597262,0.124531002894304
0.339654939633093,0.140776561298489,0.125367079721774,0.124764448932454,0.124023969550797
0.190476099786911,0.148812195812966,0.129462988232308,0.124172591960311,0.12412751301824
0.352021347110115,0.147263025802339,0.124991627749484,0.124528252980886,0.124314857803636
0.204508278210217,0.16061716660552,0.130663161057562,0.124782946195011,0.123872487920477
0.238198410074608,0.158476546842238,0.128144619403558,0.124501714041091,0.124188727821678
0.302631323534319,0.145757275418898,0.127018899715837,0.124118889545689,0.124263647167313
0.271385981372951,0.132681453469812,0.133058434383375,0.12442546028003,0.1240746632189
0.198955282103935,0.156323596418379,0.133163218001865,0.124218634525675,0.124048941342083
0.267806105559413,0.154599596101138,0.127956762640551,0.124823669582438,0.124140521609158
0.237792850130487,0.172674085116799,0.128020454145651,0.124021557001732,0.123920896730414
0.199121895652252,0.142949349001133,0.128466046486228,0.124024942962934,0.123923514338625
0.308390635349628,0.184779137805396,0.133735266418885,0.124452366534375,0.124146069787401
0.181412375286458,0.145888594544519,0.13030905512072,0.124848901898862,0.124183271466798
0.217765311108435,0.145353402225183,0.12905471397347,0.124197874910583,0.124103468218391
0.288417005104571,0.149062611413024,0.129145559023774,0.1259062159589,0.123865435114492
0.380138405961032,0.130274520283223,0.126614890473727,0.124890434905371,0.124200918486279
0.157735729441053,0.13844592336323,0.132619123011871,0.124345943065686,0.123980979576126
0.147898649384809,0.167693671795649,0.126573939717551,0.124812969389805,0.124062428059308
0.307282120729085,0.15343747212388,0.127814482357208,0.124339242668817,0.124262097716845
0.159626846111354,0.144366069299651,0.127257532955172,0.124947197347944,0.124442947818848
0.228156441462358,0.165305130943774,0.130644596004544,0.124053930154227,0.124009748441463
0.187178169373193,0.144076164371512,0.12596835794426,0.123914617641479,0.12409032502218
