"X1e2","X1e3","X1e4","X1e5","X1e6"
0.0754803795569284,0.0196964126709618,0.00625777666259594,0.00695690995526585,0.00495012527244471
0.0339118965239855,0.024833380285788,0.00979606189649092,0.00701406819061288,0.00485884598810463
0.0457087436213731,0.0186564237867547,0.0087883830608974,0.00550281152882717,0.00569331323206345
0.0599714624013919,0.033743647135185,0.00970501316493146,0.0080197070310338,0.00528416830914497
0.0409090896015302,0.045997637237166,0.0111943429676996,0.00536458920942044,0.00468831365594284
0.0744682501367862,0.0299996105399512,0.011014349831672,0.00545235048985986,0.0050269425905312
0.0499471095567351,0.0512143400265305,0.00884154663621475,0.00630247299185451,0.0055425505865755
0.0237811664483778,0.022744404339526,0.00967328026432092,0.00566827469301467,0.00504609188862945
0.0382437267831658,0.0233245894013513,0.00790750870752344,0.00668651896854322,0.00545804369017861
0.0646454572271181,0.0175139709585918,0.0104520329532418,0.00857124003512516,0.00545454675342885
0.0670904245534983,0.0297709363470808,0.0144984498232001,0.0079066277527059,0.00553109820518189
0.0437955701263396,0.0194609891399897,0.0087878501286819,0.00580711817641054,0.00578913019612134
0.0481554436521187,0.0402900950130831,0.00824704446130428,0.00584479425000588,0.00514669504571263
0.0623114023789407,0.0214999237712486,0.00716466779514011,0.00614314052826592,0.00525769106870994
0.0830561268959328,0.0218843147081062,0.0105234995759416,0.00815796927255746,0.00520608693472376
0.0536588671339072,0.0303846440589577,0.00882493680343092,0.00851947632918903,0.00519907527885557
0.057870940047924,0.0243315290659691,0.00729542405630506,0.00689900006727559,0.00581220093533149
0.070743520708726,0.0213714978500556,0.00700734446436697,0.00552393149482275,0.00552635688952926
0.0546332060013778,0.0192045764814475,0.0107586229744424,0.00495386889464559,0.00516212933624037
0.0595778346240074,0.0373133558861462,0.00694292992867033,0.00538856670624003,0.00506667853245481
0.04420205549589,0.0221455936757982,0.0139762814786848,0.0037181833715976,0.00560136045067191
0.0270010301044052,0.0146722779882482,0.00661048520191727,0.00649543754001864,0.00519414628395591
0.036425232006027,0.0349326364684432,0.0138136358704053,0.00591258299264347,0.00551769931798943
0.0586613280878952,0.0394071309402304,0.00512666836819966,0.00580492964281523,0.00480546465920177
0.073689484938668,0.0115788772851489,0.0136841595729709,0.00500394514921566,0.00540450007978657
0.0378510369129803,0.0321051629975945,0.0107071644322699,0.0055756815145201,0.00541983392514186
0.0865838255677149,0.0235030239889319,0.0105483996471345,0.00699337275436231,0.00505990745810989
0.0271656847108423,0.0368643159020054,0.0166867501329886,0.007769804197454,0.00464178722855765
0.0712636917554249,0.0351122938268935,0.00651659549059358,0.00678586752627755,0.00542947160641124
0.0508722568219006,0.047253088901687,0.00950024320362468,0.0055228865898717,0.00535128329196564
0.0882676985501468,0.0292145700652648,0.0148079517742188,0.00741697491880673,0.00504846139581923
0.0753937274482849,0.0292830672742356,0.0138031504241174,0.0058681684664394,0.00562599609551584
0.0491547253276204,0.0315100685500252,0.0128222504814406,0.00737452983115932,0.00517650427733919
0.0594164231347623,0.0278491140813811,0.0120013478685117,0.00522530276966393,0.00460490904157485
0.0445293750214142,0.0254341060649953,0.0090242812453452,0.00459963058697549,0.0056838385978472
0.0826981187755388,0.0384661004610864,0.0134449539369459,0.00474850082967827,0.00567329464301711
