"X1e2","X1e3","X1e4","X1e5","X1e6"
0.280021101981341,0.154892772929706,0.163397588765461,0.159700638458749,0.158469650452091
0.275591875455033,0.14617491099089,0.163769366939514,0.160450577498673,0.159291240449869
0.263913309280667,0.150115758121604,0.168591108660838,0.158257674369402,0.158711593970795
0.258506472374314,0.163450390258583,0.154691375543887,0.16014260959036,0.158880229110413
0.272572807519228,0.159317654243823,0.153986994392215,0.158877756443425,0.158798978249392
0.251171038771718,0.175804634417393,0.155712236227898,0.159111156022923,0.158658977565872
0.291793764974696,0.161036598506758,0.161463526969429,0.158554023007991,0.158830451995118
0.21205290137793,0.167715341029452,0.149647617723659,0.158674474379116,0.158530402771053
0.242048003385227,0.188438344610564,0.161917373400959,0.155572971668515,0.160009026183857
0.299496483948233,0.173769418587579,0.159144091482508,0.160609824698178,0.158703841304571
0.226294241778249,0.174264931265029,0.161362775841324,0.157656548172193,0.157925704664238
0.233098243033138,0.152593295186063,0.166366323153606,0.156862866361054,0.158624981252959
0.234519410426521,0.139002032227796,0.157295457331527,0.159789793388486,0.157953782254642
0.24046723353423,0.205720587810577,0.158473233264091,0.159934689889405,0.158806919322921
0.301191255424656,0.165501374347295,0.161565308687018,0.157488422682947,0.158859953829379
0.282946128737653,0.181630169289575,0.157388834366683,0.157433007839043,0.157749561362612
0.278614000427167,0.171436416501253,0.158259891962403,0.159567479378769,0.158959066964111
0.297293110828868,0.174804466352769,0.163631526704449,0.154983774673868,0.157938907566565
0.187211303968783,0.205131888844107,0.161244492890054,0.161879969959593,0.157862841500873
0.201618055932101,0.177718637669237,0.162368912613969,0.159050860221208,0.158557471907189
0.186708277426543,0.184268888382732,0.160776148742281,0.159382838393327,0.158648808036849
0.194154475129997,0.177749109101247,0.152554686868553,0.160344097628454,0.15888939427126
0.25236861581759,0.147441670297252,0.161642861339095,0.158757533851784,0.15842157448601
0.256673302890163,0.178328705806212,0.157856952521866,0.160683247282498,0.158727392152719
0.197112941986391,0.20431036791759,0.165290149356459,0.157860344863768,0.157566800303746
0.226657363492076,0.18984938234503,0.149306216086727,0.157641212414567,0.157795825914834
0.283447102407516,0.161315562599667,0.154337709551135,0.15816647429305,0.157607208671828
0.342533336827185,0.189004273726972,0.157816425296492,0.156972037264033,0.158250932956458
0.25838291532892,0.166153423303703,0.151552974034056,0.162718637314805,0.158317607789101
0.322598220743849,0.163196008298099,0.157924730384233,0.157819329209572,0.158945982748226
0.261292809989807,0.166102581685289,0.158895472761033,0.157421614111194,0.158314460258155
0.186620454290108,0.186833845964221,0.168102578689184,0.157194959160685,0.159218111559173
